HANZI	Starostin1989	Karlgren1954	Li1971	Pan2000	Wang1980	Zhengzhang2003	Baxter2014
豝	a / prā	ɔ / pɔ	a / prag	a / praa	a / pea	a / praa	a / pˤ r a
豫	a / las	o / di ̯o	a / ragh	a / las	a / ʎia	a / las	a / l  aʔ -s
豵	o / cōŋ	u / tsuŋ	u / tsuŋ	o / sooŋ	o / tsoŋ	o / ʔslooŋ	o / [ts]ˤ  oŋ
貆	a / w(h)ār	ɑ / xwɑn	a / huan	o / qhoon	a / xuan	o / qhoon	a / qʷʰ  ar
貉	? / ?	ɑ / g'ɑk	a / gak	a / glaag	a / ɣak	a / glaag	a / mˤ r ak
貊	? / ?	a / ma ̆k	a / mrak	a / mbraag	a / meak	a / mbraag	? / ?
負	ə / b(h)ǝʔ	ə / b'i ̯əg	ə / bjəgx	ɯ / bɯʔ	ə / biə	ɯ / bɯʔ	ə / [b]  əʔ
貧	? / ?	æ / b'i ̯æn	ə / bjiən	ɯ / brɯn	ə / biən	ɯ / brɯn	ə / [b] r ə[n]
貫	? / ?	ɑ / kwɑn	a / kuan	o / koon	a / kuan	o / koon	o / kˤ  on -s
貶	e / premʔ	a / pi ̯am	a / pjiamx	o / promʔ	a / piam	o / promʔ	o / p (r) [o]mʔ
貺	? / ?	a / xi ̯aŋ	a / hjaŋh	a / m̥haŋs	a / xiaŋ	a / hmaŋs	? / ?
貽	ə / Łǝ	ə / di ̯əg	ə / rəg	ɯ / lɯ	ə / ʎiə	ɯ / lɯ	ə / l  ə
賀	a / g(h)ājs	ɑ / g'ɑ	a / garh	a / gaals	a / ɣai	a / gaals	a / m- kˤ  aj -s
資	i / cij	æ / tsi ̯ær	i / tsjid	i / sti	e / tsiei	i / ʔsli	i / [ts]  ij
賊	ə / ʒ́hǝ̄k	ə / dz'ək	ə / dzək	ɯ / sgɯɯg	ə / dzək	ɯ / zɯɯg	ə / k. dzˤ  ək
賓	? / ?	e / pi ̯e ̆n	i / pjin	i / pin	e / pien	i / mpin	i / p  i[n]
賢	i / g(h)īn	e / g'ien	i / gin	i / giin	e / ɣyen	i / giin	i / [g]ˤ  i[n]
賦	a / pas	o / pi ̯wo	a / pjagh	a / pas	a / pia	a / mpas	a / p (r) a -s
質	i / tit	e / ti ̯e ̆d	i / trjidh	i / tids	e / tiet	i / tids	i / [t] <r> ip -s
贈	? / ?	ə / dz'əŋ	ə / dzəŋh	ɯ / zɯɯŋs	ə / dzəŋ	ɯ / zɯɯŋs	ə / [dz]ˤ  əŋ -s
贏	? / ?	e / di ̯e ̆ŋ	i / riŋ	e / leŋ	e / ʎieŋ	e / leŋ	e / [ɢ]  eŋ
贖	o / lok	u / ȡʻi ̯uk	u / djuk	o / ɢljog	o / dʑiok	o / ɦljog	o / Cə. l  ok
赫	? / ?	a / xa ̆k	a / hrak	a / qhraag	a / xeak	a / qhraag	a / qʰˤ r ak
赭	a / tiaʔ	ɔ / ȶi ̯ɔ	a / tjiagx	a / kljaʔ	a / tɕya	a / tjaaʔ	a / t  Aʔ
起	ə / khǝʔ	ə / k'i ̯əg	ə / khjəgx	ɯ / khɯʔ	ə / khiə	ɯ / khɯʔ	ə / C. qʰ (r) əʔ
越	a / wat	ɑ / g'wɑt	a / gwat	a / ɢʷaad	a / ɣuat	a / ɢʷaad	a / [ɢ]ʷ  at
趙	? / ?	o / d'i ̯og	a / drjagwx	e / rlewʔ	o / diô	e / l'ewʔ	e / [d] r ewʔ
趣	o / ćhoʔs	u / ts'u	u / tshugx	o / skooʔ	o / tsho	o / shlooʔ	o / [tsʰ]  ok
趨	? / ?	u / ts'i ̯u	u / tshjug	o / sklo	o / tshio	o / shlo	o / [ts]ʰ r o
足	o / ćok	u / tsi ̯ug	u / tsjugh	o / sogs	o / tsiok	o / ʔsogs	o / [ts]  ok -s
趾	? / ?	ə / ȶi ̯əg	ə / tjəgx	ɯ / kljɯʔ	ə / tɕiə	ɯ / kjɯʔ	ə / t  əʔ
路	a / rāks	ɑ / lɑg	a / lagh	a / [g]raags	a / lak	a / g·raags	a / Cə. rˤ  ak -s
踐	a / ʒ́(h)anʔ	a / dz'i ̯an	a / dzjanx	e / sgenʔ	a / dzian	e / zlenʔ	a / [dz]  a[n]ʔ
踖	? / ?	a / ts'i ̯ak	a / tshjak	a / skhag	a / tshia	a / shag	? / ?
踽	a / kʷaʔ	o / ki ̯wo	a / kwjagx	a / kʷaʔ	a / kiua	a / kʷaʔ	? / ?
蹂	u / n(h)u	ʊ / ȵi ̯ʊg	ə / njəgw	u / mlju	u / ȵiu	u / mju	? / ?
蹈	? / ?	ʊ / d'ʊg	ə / dəgwh	u / luus	u / du	u / l'uus	? / ?
蹌	? / ?	a / ts'i ̯aŋ	a / tshjaŋ	a / skhaŋ	a / tshia	a / shaŋ	? / ?
蹐	? / ?	e / tsi ̯e ̆k	i / tsjik	e / seg	e / tsiek	e / ʔseg	? / ?
蹙	? / ?	ʊ / tsi ̯ʊk	ə / tsjəkw	i / skliwg	u / tsiuk	ɯ / ʔslɯwɢ	? / ?
蹟	e / ćek	e / tsi ̯e ̆k	i / tsjik	e / skeg	e / tsiek	e / ʔseg	e / [ts]  ek
蹢	e / tēk	e / d'i ̯e ̆k	i / drjik	e / deg	e / diek	e / deg	e / tˤ  ek
蹶	a / kʷrats	a / ki ̯wad	a / kwjiadh	o / krods	a / kiuat	o / krods	a / kʷ  at
蹻	a / k(r)awʔ	o / ki ̯og	a / kjagwx	e / krewʔ	o / kiô	e / krewʔ	a / k (r) awʔ
躋	? / ?	ə / tsiər	i / tsid	i / siil	e / tsyei	i / ʔsliil	ə / [ts]ˤ  əj
躍	e / Łekʷ	o / di ̯ok	a / rakw	e / lewg	o / ʎiôk	e / lewɢ	e / l  ewk
躕	? / ?	u / d'i ̯u	u / drjug	o / do	o / dio	o / do	o / [d] r o
身	i / slin	e / ɕi ̯e ̆n	i / hrjin	i / qhjin	e / ɕien	i / qhjin	i / n̥  i[ŋ]
躬	u / kuŋ	ʊ / ki ̯ʊŋ	ə / kjəŋw	u / kuŋ	ə / kiuəm	u / kuŋ	u / k (r) uŋ
車	a / k(l)a	ɔ / ȶʻi ̯ɔ	a / khrjiag	a / khlja	a / tɕhya	a / khlja	a / C. q (r) a
軌	u / kruʔ	ə / ki ̯wəg	ə / kwjiəgwx	ɯ / kʷrɯwʔ	u / kiu	ɯ / kʷrɯwʔ	u / kʷ r uʔ
軒	a / han	a / xi ̯a ̆n	a / hjan	a / qhan	a / xian	a / qhan	a / qʰ  a[r]
軜	? / ?	ə / nəp	ə / nəp	u / nuub	ə / nəp	u / nuub	? / ?
軷	? / ?	ɑ / b'wɑd	a / buadh	o / boods	a / buat	o / boods	a / [b]ˤ  [a]t
軸	u / Łhuk	ʊ / d'i ̯ʊk	ə / drjəkw	i / rliwg	u / diuk	ɯ / l'ɯwɢ	u / l r uk
較	a / krākʷ	o / ko ̆k	a / kragwh	e / kreewgs	o / keôk	e / kreewɢs	? / ?
輈	? / ?	ʊ / ti ̯ʊg	ə / trjəgw	ɯ / tɯw	u / tiu	ɯ / tɯw	? / ?
載	ə / ćǝ̄s (~ -ks)	ə / tsəg	ə / tsəgx	ɯ / stɯɯʔ	ə / tsə	ɯ / ʔslɯɯʔ	ə / [m- ts]ˤ  əʔ -s
輔	? / ?	o / b'i ̯wo	a / bjagx	a / baʔ	a / bia	a / baʔ	a / [b] (r) aʔ
輦	a / ranʔ	a / li ̯an	a / ljanx	e / renʔ	a / lian	e / renʔ	a / [r]  [a][n]ʔ
輪	u / run	ə / li ̯wən	ə / ljən	u / [g]run	ə / liuən	u / run	u / [r]  u[n]
輯	ə / ʒ(h)ǝp	ə / dz'i ̯əp	ə / dzjəp	i / sgib	ə / dziəp	i / zib	u / [dz]  [u]p
輻	? / ?	ə / pi ̯əg	ə / pjəgh	ɯ / pɯɡs	ə / piək	ɯ / pɯɡs	ə / p  ək
輿	a / la	o / di ̯o	a / rag	a / la	a / ʎia	a / la	a / m- q (r) a
轂	o / k(l)ōk	u / kuk	u / kuk	o / koog	o / kok	o / kloog	o / [k]ˤ  ok
轉	o / tronʔ	a / ti ̯wan	a / trjuanx	o / tonʔ	a / tiuan	o / tonʔ	o / t r onʔ
辜	a / kā	o / ko	a / kag	a / kaa	a / ka	a / kaa	? / ?
辟	? / ?	e / pi ̯e ̆k	i / pjik	e / peg	e / piek	e / peg	e / [N]- p  ek
辰	ə / d(h)ǝr	ə / ȡi ̯ən	ə / djiən	ɯ / bljɯn	ə / ʑiən	ɯ / djɯn	ə / [d]  ər
辱	o / nok	u / ȵi ̯uk	u / njuk	o / njog	o / ȵiok	o / njog	o / n  ok
近	ə / gǝrʔ	ə / g'i ̯ən	ə / gjənx	ɯ / gɯnʔ	ə / giən	ɯ / gɯnʔ	ə / s-N- k  ərʔ -s
迪	? / ?	ʊ / d'iʊk	ə / diəkw	i / liiwg	u / dyuk	ɯ / l'ɯɯwɢ	? / ?
述	u / lut	ə / ȡʻi ̯wət	ə / djət	u / ɢljud	u / dʑiu	u / ɦljud	u / Cə- l  ut
迷	i / mhīj (~ ē)	ə / miər	i / mid	i / mii	e / myei	i / mii	i / mˤ  ij
追	u / truj	ə / ti ̯wər	ə / trjər	u / tul	ə / tiuəi	u / tul	u / t r uj
退	u / slūts (~ ƛ-)	ə / t'wəb	ə / th玝h	u / n̥uubs	ə / thəp	u / nhuubs	u / n̥ˤ  [u]p -s
送	o / sōŋs	u / suŋ	u / suŋh	o / slooŋs	o / soŋ	o / slooŋs	o / [s]ˤ  oŋ -s
逅	o / g(h)ōʔs	u / g'u	u / gugh	o / goos	o / ɣo	o / goos	o / [g]ˤ r o -s
逆	a / ŋrak	a / ŋi ̯ak	a / ŋjak	a / ŋrag	a / ŋiak	a / ŋrag	a / ŋ r ak
逑	u / gu	ʊ / g'i ̯ʊg	ə / gjəgw	u / gu	u / giu	u / gu	u / g (r) u
逝	? / ?	a / ȡi ̯ad	a / djadh	e / gljeds	a / ʑiat	e / ɦljeds	a / [d]  at -s
造	? / ?	ʊ / ts'ʊg	ə / skhəgwh	u / skhuugs	u / tshuk	u / skhuugs	u / [dzˤ]  uʔ
逢	? / ?	u / b'i ̯uŋ	u / bjuŋ	o / boŋ	o / bioŋ	o / boŋ	o / bˤ  oŋ
連	? / ?	a / li ̯an	a / ljan	e / [b]ren	a / lian	e / ren	a / C. r  a[n]
逮	ə / lhǝ̄ps	ə / d'əd	ə / dədh	ɯ / b-lɯɯds	ə / dyət	ɯ / l'ɯɯds	ə / m- rˤ  əp -s
逵	u / gru	ə / g'i ̯wəg	ə / gwjiəgw	ɯ / gʷrɯw	u / giu	ɯ / gʷrɯw	u / [g]ʷ r u
逸	e / let	e / di ̯e ̆t	i / rit	i / lig	e / ʎiet	i / lig	i / [l]  i[t]
遂	u / lhuts	ə / dzi ̯wəd	ə / sdjədh	u / ljuds	ə / ziuət	u / ljuds	u / sə- l  u[t] -s
遇	o / ŋos	u / ŋi ̯u	u / ŋjugh	o / ŋos	o / ŋio	o / ŋos	o / ŋ (r) o -s
遊	u / lu	ʊ / di ̯ʊg	ə / rəgw	u / lu	u / ʎiu	u / lu	u / [N-] r  u
過	a / kʷājs	ɑ / kwɑ	a / kuar	o / klool	a / kuai	o / klool	a / Cə. kʷˤ  aj
遑	a / w(h)āŋ	ɑ / g'wɑŋ	a / gwaŋ	a / gʷaaŋ	a / ɣuaŋ	a / gʷaaŋ	? / ?
遒	? / ?	ʊ / tsi ̯ʊg	ə / tsjəgw	u / sklu	u / tsiu	u / sklu	u / ts  u
道	u / lhūʔ	ʊ / d'ʊg	ə / dəgwx	u / luuʔ	u / du	u / l'uuʔ	u / lˤ  uʔ -s
達	a / d(h)āt	a / t'at	a / that	a / thaad	a / that	a / thaad	a / [l]ˤ  at
違	ə / wǝj	ə / gi ̯wər	ə / gwjəd	u / ɢul	ə / ɣiuəi	ɯ / ɢʷɯl	ə / [ɢ]ʷ  ə[j]
遙	? / ?	o / di ̯og	a / grjagw	o / [g]low	o / ʎiô	e / lew	? / ?
遟	? / ?	æ / d'i ̯ær	i / drjid	i / rlil	e / diei	i / l'il	ə / l <r> ə[j]
遠	? / ?	a / gi ̯wa ̆n	a / gwjanx	a / ɢʷanʔ	a / ɣiuan	a / ɢʷanʔ	a / C. ɢʷ  anʔ
適	e / tek	e / ȶi ̯e ̆k	i / tjik	e / tjeg	e / tɕiek	e / tjeg	e / s- t  ek
遯	? / ?	ə / d'wən	ə / dənx	u / duunʔ	ə / duən	u / duunʔ	u / lˤ  u[n]ʔ -s
遲	ə / Łhǝj	æ / d'i ̯ær	i / drjid	i / rlil	e / diei	i / l'il	ə / l <r> ə[j]
遷	a / shan	a / ts'i ̯an	a / tshjan	e / shen	a / tshia	e / shen	a / [tsʰ]  ar
選	o / sonʔ	a / si ̯wan	a / sjuanx	o / sqhonʔ	a / siuan	o / sqhonʔ	o / [s]  o[n]ʔ -s
遹	i / wit	e / di ̯we ̆t	i / rwjit	i / ɢʷid	e / ʎiuet	i / ɢʷid	i / ɢʷ  i[t]
遺	u / luj	ə / di ̯wər	ə / rəd	u / [g]lul	ə / ʎiuəi	u / lul	u / [ɢ] (r) uj -s
邁	a / mrāts	a / mad	a / mradh	a / mraads	a / meat	a / mraads	a / mˤ r at -s
還	e / whrēn	a / g'wan	a / gwran	a / gʷraan	a / ɣoan	a / gʷraan	e / s- ɢʷ  en
邇	e / n(h)ejʔ	a / ȵia	a / njarx	e / mljelʔ	a / ȵiai	e / njelʔ	ə / n  [ə][r]ʔ
邑	ə / ʔǝp	ə / ʔi ̯əp	ə / ʔjəp	ɯ / qrɯb	ə / iəp	ɯ / qrɯb	ə / q (r) [ə]p
邛	o / g(h)oŋ	u / g'i ̯uŋ	u / gjuŋ	o / goŋ	o / gioŋ	o / goŋ	? / ?
那	a / n(h)ār	ɑ / nɑ	a / nar	a / naal	a / nai	a / naal	a / nˤ  ar
邦	o / prōŋ	u / pu ̆ŋ	u / pruŋ	o / prooŋ	e / peoŋ	o / prooŋ	o / pˤ r oŋ
邪	a / lhia	ɔ / dzi ̯ɔ	a / rjiag	a / lja	a / zya	a / ljaa	a / ɢ (r) A
郊	a / krāw	o / ko ̆g	a / kragw	e / kreew	o / keô	e / kreew	a / [k]ˤ r aw
郵	ə / wǝ	ʊ / di ̯ʊg	ə / rəgw	ɯ / lɯw	u / ʎiu	ɯ / lɯw	? / ?
都	? / ?	o / to	a / tag	a / k-laa	a / ta	a / taa	a / tˤ  a
郿	? / ?	æ / mi ̯ær	i / mjid	i / mril	e / miei	i / mril	? / ?
鄉	a / haŋ	a / xi ̯aŋ	a / hjaŋ	a / qhaŋ	a / xiaŋ	a / qhaŋ	a / qʰ  aŋʔ
鄰	ə / rǝn	e / li ̯e ̆n	i / ljin	i / rin	e / lien	i / rin	ə / (mə.) r  ə[n]
酋	u / ʒu (~ ʒ́-)	ʊ / dz'i ̯ʊg	ə / dzjəgw	u / sglu	u / dziu	u / sglu	u / m- ts  u
配	ə / phǝ̄ts	ə / p'əd	ə / phədh	ɯ / phɯɯds	ə / phyət	ɯ / phɯɯds	ə / pʰˤ  [ə][j] -s
酒	u / cuʔ (~ ć-)	ʊ / tsi ̯ʊg	ə / tsjəgwx	u / skluʔ	u / tsiu	u / ʔsluʔ	u / ts  uʔ
酢	? / ?	ɑ / ts'ɑg	a / tshagh	a / skhaags	a / tshak	a / shaags	? / ?
酤	? / ?	o / ko	a / kag	a / kaa	a / ka	a / kaa	? / ?
酬	u / dhu	ʊ / ȡi ̯ʊg	ə / djəgw	u / dju	u / ʑiu	u / dju	? / ?
酲	e / Łheŋ	e / d'i ̯e ̆ŋ	i / drjiŋ	e / rleŋ	e / dieŋ	e / rleŋ	? / ?
醉	u / cuts	ə / tsi ̯wəd	ə / tsjədh	u / suds	ə / tsiuə	u / ʔsuds	u / Cə. ts  u[t] -s
醜	u / thuʔ	ʊ / thi ̯ʊg	ə / hnrjəgwx	u / m-l̥uʔ	u / thiu	u / nhuʔ	u / t. qʰ  uʔ
醴	? / ?	ə / liər	i / lidx	i / riiʔ	e / lyei	i / riiʔ	? / ?
醹	? / ?	u / ȵi ̯u	u / njug	o / njo	o / ȵio	o / njo	? / ?
采	ə / shǝ̄ʔ	ə / ts'əg	ə / tshəgx	ɯ / shɯɯʔ	ə / tshə	ɯ / shɯɯʔ	ə / s. r̥ˤ  əʔ
里	ə / rǝʔ	ə / li ̯əg	ə / ljəgx	ɯ / [g]rɯʔ	ə / liə	ɯ / rɯʔ	ə / (mə.) r  əʔ
重	o / dhroŋʔ	u / d'i ̯uŋ	u / drjuŋ	o / doŋ	o / dioŋ	o / doŋ	o / N- t <r> oŋʔ -s
野	? / ?	ɔ / di̯ɔ	a / ragx	a / laʔ	a / ʎya	a / laaʔ	a / l  Aʔ
金	ə / kǝm	ə / ki ̯əm	ə / kjiəm	ɯ / krɯm	ə / kiəm	ɯ / krɯm	ə / k (r) [ə]m
釜	a / b(h)aʔ	o / b'i ̯wo	a / bjagx	a / baʔ	a / bia	a / baʔ	? / ?
釣	? / ?	o / tiok	a / tiagwh	e / p-leewgs	o / tyôk	e / pleewɢs	e / [t]ˤ  ewk -s
鈞	? / ?	e / ki ̯we ̆n	i / kwjin	i / kʷin	e / kiuen	i / kʷin	i / C. qʷ  i[n]
鉞	a / w(h)at	a / gi ̯wa ̆t	a / gwjat	a / ɢʷad	a / ɣiuat	a / ɢʷad	a / [ɢ]ʷ  at
銶	? / ?	ʊ / g'i ̯ʊg	ə / gjəgw	u / gu	u / giu	u / gu	? / ?
鋂	? / ?	ə / məg	ə / məg	ɯ / mɯɯ	ə / mə	ɯ / mɯɯ	? / ?
鋪	a / phā	o / p'o	a / phag	a / phaa	a / pha	a / phaa	a / pʰˤ  a
錞	? / ?	ə / d'wər	ə / dədx	u / duulʔ	ə / duəi	u / duulʔ	? / ?
錡	a / g(h)aj	a / g'ia	a / gjiar	a / gal	a / giai	a / gral	a / m. ɢ (r) ajʔ
錦	ə / kǝmʔ	ə / ki ̯əm	ə / kjiəmx	ɯ / krɯmʔ	ə / kiəm	ɯ / krɯmʔ	ə / Cə. k (r) [ə]mʔ
錫	e / slhēk	e / siek	i / sik	e / sleeg	e / syek	e / sleeg	e / s. lˤ  ek
錯	a / shāk	ɑ / ts'ɑg	a / tshagh	a / skhaags	a / tshak	a / shaags	a / [tsʰ]ˤ  ak
鍚	? / ?	a / di ̯aŋ	a / raŋ	a / laŋ	a / ʎiaŋ	a / laŋ	a / l  aŋ
鍛	o / tōns	ɑ / twɑn	a / tuanh	o / toons	a / tuan	o / toons	? / ?
鍭	o / g(h)ō	u / g'u	u / gug	o / goo	o / ɣo	o / goo	o / [g]ˤ (r) o -s
鍾	o / toŋ	u / ȶi ̯uŋ	u / tjuŋ	o / tjoŋ	o / tɕioŋ	o / tjoŋ	o / t  oŋ
鎛	a / pāk	ɑ / pɑk	a / pak	a / paag	a / pak	a / paag	? / ?
鎬	? / ?	o / g'og	a / gagwx	a / gaawʔ	o / ɣo^	a / gaawʔ	? / ?
鏘	? / ?	a / ts'i ̯aŋ	a / tshjaŋ	a / shaŋ	a / tshia	a / shaŋ	? / ?
鏜	a / thāŋ	ɑ / t'ɑŋ	a / thaŋ	a / kh-laaŋ	a / thaŋ	a / thaaŋ	a / tʰˤ  aŋ
鏞	? / ?	u / di ̯uŋ	u / ruŋ	o / loŋ	o / ʎioŋ	o / loŋ	? / ?
鑒	a / krāms	a / kam	a / kramh	a / kraams	a / keam	a / kraams	? / ?
鑣	a / paw	o / pi ̯og	a / pjagw	e / prew	o / piô	e / prew	? / ?
鑿	a / ʒ́hākʷ	o / tsok	a / tsakw	o / soowg	o / tsôk	o / ʔsoowɢ	a / [dz]ˤ  awk
長	a / draŋ traŋʔ	a / ti ̯aŋ	a / trjaŋx	a / k-laŋʔ	a / tiaŋ	a / taŋʔ	a / t r aŋʔ
門	ə / mǝ̄n	ə / mən	ə / mən	ɯ / mɯɯn	ə / myən	ɯ / mɯɯn	ə / mˤ  ə[r]
閑	e / ghrēn	a / g'a ̆n	a / grian	e / green	a / ɣean	e / green	a / [g]ˤ r a[n]
閒	? / ?	a / ka ̆n	a / krian	e / kreen	a / kean	e / kreen	? / ?
間	e / krēn	a / ka ̆n	a / krian	e / kreen	a / kean	e / kreen	e / kˤ r e[n]
閔	? / ?	æ / mi ̯æn	ə / mjiənx	ɯ / mrɯnʔ	e / meən	ɯ / mrɯnʔ	ə / m r ə[n]ʔ
閟	i / prits	e / pi ̯e ̆d	i / pjidh	i / prigs	e / pet	i / prigs	i / p r i[t] -s
閣	? / ?	ɑ / kɑk	a / kak	a / klaag	a / kak	a / klaag	a / C. kˤ  ak
閱	o / Łot	a / di ̯wat	a / ruat	o / [g]lod	a / ʎiuat	o / lod	? / ?
闊	a / khʷāt	ɑ / k'wɑt	a / khuat	o / khood	a / khuat	o / khood	o / [k]ʰˤ  ot
闋	? / ?	e / k'iwet	i / khwit	i / khʷiid	e / khyue	i / khʷiid	i / kʷʰˤ  i[t]
闍	a / tā	ɔ / ȡi ̯ɔ	a / djiag	a / glja	a / ʑya	a / djaa	? / ?
闐	i / d(h)īn	e / d'ien	i / din	i / g-liin	e / dyen	i / diin	? / ?
闕	a / khʷat	a / k'i ̯wa ̆t	a / khjuat	o / khod	a / khiua	o / khod	a / kʷʰ  at
關	a / kʷrān ʔʷrān	a / kwan	a / kruan	o / kroon	a / koan	o / kroon	o / kˤ r o[n]
闥	a / thāt	a / t'at	a / that	a / thaad	a / that	a / thaad	? / ?
阜	u / bhuʔ	ʊ / b'i ̯ʊg	ə / bjəgwx	u / buʔ	u / biu	u / buʔ	u / [b] (r) uʔ
阪	a / brānʔ	a / b'an	a / branx	a / braanʔ	a / bean	a / braanʔ	a / p  a[n]ʔ
防	a / baŋ	a / b'i ̯waŋ	a / bjaŋ	a / baŋ	a / biaŋ	a / baŋ	a / [m- p]  aŋ
阻	a / ćraʔ	o / tʂi ̯o	a / tsrjagx	a / skraʔ	a / tʃia	a / ʔsraʔ	a / [ts] r aʔ
阿	a / ʔāj	ɑ / ʔɑ	a / ʔar	a / qaal	a / ai	a / qaal	a / ʔˤ  a
陂	? / ?	a / pia	a / pjiar	a / pal	a / piai	a / pral	a / p (r) a[j]
附	o / bo(ʔ)s	u / b'i ̯u	u / bjugh	o / bos	o / bio	o / bos	o / N- p (r) oʔ -s
降	u / grūŋ krūŋs	æ / kæm	ə / krəŋw	u / kruums	e / keəm	u / kruuŋs	u / kˤ r uŋ -s
除	a / Ła	o / d'i ̯o	a / drjag	a / rla	a / dia	a / l'a	a / l r a -s
陰	? / ?	ə / ʔi ̯əm	ə / ʔjiəm	ɯ / qrɯm	ə / iəm	ɯ / qrɯm	u / q (r) um
陳	? / ?	e / d'i ̯e ̆n	i / drjin	i / rliŋ	e / dien	i / l'iŋ	i / l r i[n] -s
陵	? / ?	ə / li ̯əŋ	ə / ljəŋ	ɯ / [b]rɯŋ	ə / liəŋ	ɯ / rɯŋ	ə / [r]  əŋ
陶	? / ?	ʊ / d'ʊg	ə / dəgw	u / luu	u / du	u / bl'uu	? / ?
陸	? / ?	ʊ / li ̯ʊk	ə / ljəkw	u / [m]rug	u / liuk	u / m·rug	u / [r]  uk
陽	a / Łaŋ	a / di ̯aŋ	a / raŋ	a / laŋ	a / ʎiaŋ	a / laŋ	a / l  aŋ
陾	? / ?	ə / ȵi ̯əg	ə / njəg	ɯ / njɯ	ə / ȵiə	ɯ / njɯ	? / ?
隅	o / ŋ(h)o	u / ŋi ̯u	u / ŋjug	o / ŋo	o / ŋio	o / ŋo	o / ŋ (r) o
階	i / krīj	æ / kær	i / krid	i / krii	e / kei	i / kriil	i / kˤ r ij
隕	ə / w(h)rǝnʔ	ə / gi ̯wən	ə / gwjənx	u / ɢunʔ	ə / ɣiuən	u / ɢunʔ	ə / [ɢ]ʷ r ə[n]ʔ
隤	u / l(h)ūj	ə / d'wər	ə / dəd	u / g-luul	ə / duəi	u / l'uul	u / N- rˤ  uj
隧	u / lhuts	ə / dzi ̯wəd	ə / sdjədh	u / ljuds	ə / ziuət	u / ljuds	u / sə- l  u[t] -s
隨	o / lhoj	a / dzwia	a / sdjar	o / ljol	a / ziuai	o / ljol	o / sə. l  oj
險	a / hramʔ	a / xi ̯am	a / hjiamx	o / qhromʔ	a / xiam	a / qhramʔ	a / qʰ r [a]mʔ
隮	ə / ćǝ̄j	ə / tsiər	i / tsid	i / siil	e / tsyei	i / ʔsliil	ə / [ts]ˤ  əj
隰	i / lhip	ə / dzi ̯əp	ə / rjəp	ɯ / g-ljɯb	ə / ziəp	ɯ / ljɯb	i / s-N- q  ip
隼	? / ?	e / si ̯we ̆n	ə / sjənx	i / sqhʷinʔ	e / siuen	i / sqhʷinʔ	u / [s]  urʔ
雄	ə / whǝŋ	u / gi ̯uŋ	ə / gwjəŋ	ɯ / ɢʷɯŋ	ə / ɣiuəŋ	ɯ / gʷɯŋ	ə / [ɢ]ʷ  əŋ
集	ə / ʒ(h)ǝp	ə / dz'i ̯əp	ə / dzjəp	u / sgub	ə / dziəp	u / zub	u / [dz]  [u]p
雊	o / kōs	u / ku	u / kugh	o / koos	o / ko	o / koos	? / ?
雌	? / ?	e / ts'i ̯e ̆g	i / tshjig	e / she	e / tshie	e / she	? / ?
雒	? / ?	ɑ / lɑk	a / lak	a / [g]raag	a / lak	a / g·raag	? / ?
雙	o / srōŋ	u / ʂu ̆ŋ	u / sruŋ	o / srooŋ	e / ʃeoŋ	o / srooŋ	o / [s] r oŋ
雝	o / ʔoŋ	u / ʔi ̯uŋ	u / ʔjuŋ	o / qoŋ	o / ioŋ	o / qoŋ	? / ?
離	a / raj	a / liar	a / liarh	e / [b]reels	a / lyai	e / reels	a / r  aj -s
難	a / nār	ɑ / nɑn	a / nan	a / naan	a / nan	a / nhaan	a / nˤ  ar
雨	a / whaʔ whaʔs	o / gi ̯wo	a / gwjagx	a / ɢʷaʔ	a / ɣiua	a / ɢʷaʔ	a / C. ɢʷ (r) aʔ
雪	? / ?	a / si ̯wat	a / skwjat	e / sqhʷed	a / siuat	e / sqhʷed	o / [s]  ot
雰	? / ?	ə / p'i ̯wən	ə / phjən	ɯ / phɯn	ə / phiən	ɯ / phɯn	? / ?
雱	? / ?	ɑ / p'ɑŋ	a / phaŋ	a / phaaŋ	a / phaŋ	a / phaaŋ	a / pʰˤ  aŋ
雲	ə / whǝn	ə / gi ̯wən	ə / gwjən	u / ɢun	ə / ɣiuən	u / ɢun	ə / [ɢ]ʷ  ə[n]
零	i / rīŋ	e / lien	i / lin	i / riiŋ	e / lyen	i / riiŋ	i / [r]ˤ  iŋ
雷	u / rhūj	ə / b'i ̯əŋ	ə / bjiəŋh	ɯ / brɯŋs	ə / biəŋ	ɯ / brɯŋs	u / C. rˤ  uj
電	i / l(h)īns	e / d'ien	i / dinh	i / liins	e / dyen	i / l'iins	i / lˤ  i[n] -s
霂	o / m(h)ōk	u / muk	u / muk	o / moog	o / mok	o / moog	? / ?
霆	? / ?	e / d'ieŋ	i / diŋ	e / leeŋ	e / dyeŋ	e / l'eeŋ	? / ?
震	ə / tǝrs	ə / ȶi ̯ən	ə / tjiənh	ɯ / pljɯns	ə / tɕiən	ɯ / tjɯns	ə / t  ər -s
霏	ə / phǝj	ə / p'i ̯wər	ə / phjəd	ɯ / phɯl	ə / phiəi	ɯ / phɯl	? / ?
霜	a / sraŋ	a / ʂi ̯aŋ	a / srjaŋ	a / sraŋ	a / ʃiaŋ	a / sraŋ	a / [s] r aŋ
霰	? / ?	a / sian	a / sianh	e / sqeens	a / syan	e / sqheens	e / sˤ  [e]r -s
